Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Fecha_Estimada,Anio,Mes,Margen_Profit,Venta_Promedio_Unidad,Rango_Descuento
First Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,15.51,1,0.0,3.8775,2016-01-03,2016,1,0.25,15.51,0%
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,192.186,3,0.1,36.3018,2016-01-03,2016,1,0.18888888888888888,64.062,1%-20%
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,5.76,2,0.0,1.6128,2016-01-04,2016,1,0.28,2.88,0%
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Chairs,67.88,2,0.0,18.3276,2016-01-04,2016,1,0.27,33.94,0%
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,162.89,13,0.0,76.5583,2016-01-04,2016,1,0.47000000000000003,12.53,0%
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,25.71,3,0.0,9.2556,2016-01-04,2016,1,0.36,8.57,0%
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,191.88,6,0.0,19.188,2016-01-04,2016,1,0.09999999999999999,31.98,0%
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,721.875,6,0.45,-420.0,2016-01-04,2016,1,-0.5818181818181818,120.3125,41%-60%
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,73.568,4,0.2,-16.5528,2016-01-04,2016,1,-0.22500000000000003,18.392,1%-20%
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,13.584,1,0.2,1.3584,2016-01-04,2016,1,0.1,13.584,1%-20%
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,64.784,1,0.2,-12.147,2016-01-04,2016,1,-0.1875,64.784,1%-20%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,176.772,3,0.8,-459.6072,2016-01-04,2016,1,-2.6,58.924,61%-80%
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,38.82,6,0.0,19.41,2016-01-05,2016,1,0.5,6.47,0%
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,21.9,5,0.0,10.512,2016-01-05,2016,1,0.48000000000000004,4.38,0%
Standard Class,Consumer,United States,Modesto,California,95351,West,Technology,Accessories,111.79,7,0.0,43.5981,2016-01-05,2016,1,0.39,15.97,0%
Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Technology,Phones,445.44,8,0.4,-81.664,2016-01-05,2016,1,-0.18333333333333335,55.68,21%-40%
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,16.52,5,0.2,5.369,2016-01-05,2016,1,0.325,3.304,1%-20%
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,29.9,5,0.0,13.455,2016-01-05,2016,1,0.45,5.9799999999999995,0%
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,116.4,8,0.0,52.38,2016-01-05,2016,1,0.45,14.55,0%
Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,1.408,1,0.2,0.1584,2016-01-05,2016,1,0.11250000000000002,1.408,1%-20%
Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,169.568,2,0.2,0.0,2016-01-05,2016,1,0.0,84.784,1%-20%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,251.964,6,0.4,-50.3928,2016-01-05,2016,1,-0.2,41.994,21%-40%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,523.764,3,0.4,-192.0468,2016-01-06,2016,1,-0.36666666666666664,174.588,21%-40%
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2016-01-06,2016,1,0.48000000000000004,6.48,0%
First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,194.352,3,0.2,-36.441,2016-01-06,2016,1,-0.1875,64.784,1%-20%
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,36.624,3,0.2,13.734,2016-01-06,2016,1,0.375,12.208,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,340.182,3,0.4,-73.7061,2016-01-06,2016,1,-0.21666666666666667,113.394,21%-40%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,12.672,8,0.2,2.6928,2016-01-06,2016,1,0.2125,1.584,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.888,2,0.7,-5.0512,2016-01-06,2016,1,-0.7333333333333333,3.444,61%-80%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,32.544,2,0.2,-7.7292,2016-01-06,2016,1,-0.23750000000000002,16.272,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,347.802,7,0.3,-24.843,2016-01-06,2016,1,-0.07142857142857142,49.686,21%-40%
First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,15.57,3,0.7,-11.937,2016-01-06,2016,1,-0.7666666666666666,5.19,61%-80%
Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,4.608,2,0.2,1.6704,2016-01-07,2016,1,0.36250000000000004,2.304,1%-20%
Standard Class,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,257.98,2,0.0,74.8142,2016-01-07,2016,1,0.29,128.99,0%
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,153.78,11,0.0,44.5962,2016-01-07,2016,1,0.29000000000000004,13.98,0%
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,61.02,3,0.0,0.6102,2016-01-07,2016,1,0.009999999999999998,20.34,0%
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,110.11,7,0.0,31.9319,2016-01-07,2016,1,0.29,15.73,0%
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.89,1,0.0,3.5505,2016-01-07,2016,1,0.45,7.89,0%
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,36.024,3,0.2,11.7078,2016-01-07,2016,1,0.325,12.008000000000001,1%-20%
First Class,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,54.336,4,0.2,5.4336,2016-01-07,2016,1,0.1,13.584,1%-20%
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,92.52,6,0.0,24.9804,2016-01-07,2016,1,0.27,15.42,0%
Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3,0.2,1.1556,2016-01-07,2016,1,0.11249999999999999,3.424,1%-20%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,40.74,3,0.0,0.4074,2016-01-08,2016,1,0.009999999999999998,13.58,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,14.4,5,0.0,7.056,2016-01-08,2016,1,0.49,2.88,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,149.95,5,0.0,41.986,2016-01-08,2016,1,0.28,29.99,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Supplies,16.9,2,0.0,5.07,2016-01-08,2016,1,0.30000000000000004,8.45,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.61,3,0.0,8.4528,2016-01-08,2016,1,0.48,5.87,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,378.0,2,0.0,136.08,2016-01-08,2016,1,0.36000000000000004,189.0,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.64,3,0.0,8.6436,2016-01-08,2016,1,0.48999999999999994,5.88,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,373.08,6,0.0,100.7316,2016-01-08,2016,1,0.27,62.18,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,1336.44,14,0.0,387.5676,2016-01-08,2016,1,0.29000000000000004,95.46000000000001,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,29.97,3,0.0,0.2997,2016-01-08,2016,1,0.010000000000000002,9.99,0%
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Chairs,390.368,2,0.2,48.796,2016-01-09,2016,1,0.125,195.184,1%-20%
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,101.52,5,0.2,19.035,2016-01-09,2016,1,0.1875,20.304,1%-20%
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,74.352,3,0.2,23.235,2016-01-09,2016,1,0.3125,24.784000000000002,1%-20%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,15.7,5,0.0,7.065,2016-01-09,2016,1,0.45000000000000007,3.1399999999999997,0%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,59.52,3,0.0,15.4752,2016-01-09,2016,1,0.25999999999999995,19.84,0%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,34.4,5,0.0,15.824,2016-01-09,2016,1,0.46,6.88,0%
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,313.176,2,0.4,-120.0508,2016-01-09,2016,1,-0.38333333333333336,156.588,21%-40%
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,866.646,3,0.1,173.3292,2016-01-09,2016,1,0.19999999999999998,288.882,1%-20%
Same Day,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,795.408,6,0.2,59.6556,2016-01-09,2016,1,0.075,132.568,1%-20%
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,35.856,9,0.2,12.9978,2016-01-09,2016,1,0.3625,3.984,1%-20%
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,23.84,4,0.2,3.278,2016-01-10,2016,1,0.1375,5.96,1%-20%
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,43.13,1,0.0,14.6642,2016-01-10,2016,1,0.33999999999999997,43.13,0%
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,30.87,7,0.0,14.2002,2016-01-10,2016,1,0.46,4.41,0%
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,70.12,4,0.0,21.036,2016-01-10,2016,1,0.3,17.53,0%
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Bookcases,509.9575,5,0.15,41.9965,2016-01-10,2016,1,0.08235294117647059,101.9915,1%-20%
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Furnishings,122.91,3,0.0,34.4148,2016-01-10,2016,1,0.28,40.97,0%
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,97.568,2,0.2,-6.098,2016-01-10,2016,1,-0.0625,48.784,1%-20%
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,722.352,3,0.2,81.2646,2016-01-10,2016,1,0.1125,240.784,1%-20%
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,11.52,5,0.2,4.176,2016-01-10,2016,1,0.36250000000000004,2.304,1%-20%
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,167.84,8,0.0,11.7488,2016-01-10,2016,1,0.06999999999999999,20.98,0%
Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Tables,172.11,1,0.4,-94.6605,2016-01-11,2016,1,-0.5499999999999999,172.11,21%-40%
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,99.98,2,0.0,7.9984,2016-01-11,2016,1,0.08,49.99,0%
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Phones,156.792,1,0.2,17.6391,2016-01-11,2016,1,0.11249999999999999,156.792,1%-20%
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Accessories,35.36,2,0.2,-3.094,2016-01-11,2016,1,-0.0875,17.68,1%-20%
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Furniture,Furnishings,13.592,1,0.2,-0.3398,2016-01-11,2016,1,-0.024999999999999998,13.592,1%-20%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,386.68,2,0.3,-5.524,2016-01-11,2016,1,-0.014285714285714285,193.34,21%-40%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,379.96,5,0.2,47.495,2016-01-11,2016,1,0.125,75.99199999999999,1%-20%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,539.91,3,0.4,-116.9805,2016-01-11,2016,1,-0.2166666666666667,179.97,21%-40%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,41.24,5,0.2,13.9185,2016-01-11,2016,1,0.33749999999999997,8.248000000000001,1%-20%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,51.897,1,0.7,-41.5176,2016-01-11,2016,1,-0.8,51.897,61%-80%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,552.56,5,0.2,-138.14,2016-01-12,2016,1,-0.25,110.51199999999999,1%-20%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,23.16,5,0.7,-15.44,2016-01-12,2016,1,-0.6666666666666666,4.632,61%-80%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,126.08,2,0.2,-28.368,2016-01-12,2016,1,-0.22499999999999998,63.04,1%-20%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,449.1,3,0.7,-643.71,2016-01-12,2016,1,-1.4333333333333333,149.70000000000002,61%-80%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,195.104,4,0.2,21.9492,2016-01-12,2016,1,0.1125,48.776,1%-20%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,36.672,3,0.2,6.4176,2016-01-12,2016,1,0.17500000000000002,12.223999999999998,1%-20%
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,85.246,2,0.3,-6.089,2016-01-12,2016,1,-0.07142857142857144,42.623,21%-40%
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,32.712,2,0.6,-26.1696,2016-01-12,2016,1,-0.7999999999999999,16.356,41%-60%
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,11.43,3,0.0,5.3721,2016-01-12,2016,1,0.47,3.81,0%
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2,0.0,14.9156,2016-01-12,2016,1,0.49,15.22,0%
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,12.96,2,0.0,6.3504,2016-01-13,2016,1,0.48999999999999994,6.48,0%
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,16.0,4,0.0,7.68,2016-01-13,2016,1,0.48,4.0,0%
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Appliances,32.67,3,0.0,8.4942,2016-01-13,2016,1,0.25999999999999995,10.89,0%
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Fasteners,4.464,3,0.2,-0.9486,2016-01-13,2016,1,-0.21249999999999997,1.4880000000000002,1%-20%
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,9.345,5,0.7,-6.5415,2016-01-13,2016,1,-0.7,1.8690000000000002,61%-80%
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,9.144,3,0.2,3.0861,2016-01-13,2016,1,0.3375,3.048,1%-20%
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,23.136,6,0.2,8.3868,2016-01-13,2016,1,0.3625,3.856,1%-20%
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Art,99.2,5,0.0,25.792,2016-01-13,2016,1,0.26,19.84,0%
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,21.36,5,0.2,7.209,2016-01-13,2016,1,0.33749999999999997,4.272,1%-20%
Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,46.9,5,0.0,13.132,2016-01-13,2016,1,0.28,9.379999999999999,0%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.72,5,0.2,6.552,2016-01-14,2016,1,0.35,3.7439999999999998,1%-20%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,236.528,2,0.2,-2.9566,2016-01-14,2016,1,-0.0125,118.264,1%-20%
First Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Labels,18.9,3,0.0,8.694,2016-01-14,2016,1,0.4600000000000001,6.3,0%
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,2016-01-14,2016,1,0.35,5.344,1%-20%
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Storage,237.096,3,0.2,20.7459,2016-01-14,2016,1,0.0875,79.032,1%-20%
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,2016-01-14,2016,1,0.35,5.184,1%-20%
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,65.584,2,0.2,23.7742,2016-01-14,2016,1,0.3625,32.792,1%-20%
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,22.2,1,0.6,-26.085,2016-01-14,2016,1,-1.175,22.2,41%-60%
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,419.4,5,0.2,146.79,2016-01-14,2016,1,0.35,83.88,1%-20%
First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,88.92,5,0.2,14.4495,2016-01-14,2016,1,0.1625,17.784,1%-20%
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,9.912,3,0.2,3.2214,2016-01-15,2016,1,0.32499999999999996,3.3040000000000003,1%-20%
Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Chairs,318.43,5,0.3,-77.333,2016-01-15,2016,1,-0.24285714285714285,63.686,21%-40%
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.8,5,0.8,-10.15,2016-01-15,2016,1,-1.7500000000000002,1.16,61%-80%
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,1415.76,6,0.2,88.485,2016-01-15,2016,1,0.0625,235.96,1%-20%
Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,148.48,2,0.2,16.704,2016-01-15,2016,1,0.11250000000000002,74.24,1%-20%
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,9.248,4,0.2,3.1212,2016-01-15,2016,1,0.3375,2.312,1%-20%
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1036.624,2,0.2,51.8312,2016-01-15,2016,1,0.05,518.312,1%-20%
